Student_ID,CGPA,Aptitude_Score,Coding_Score,Communication_Score,Internship_Experience,Cluster_Label
43799,8.39,82,79,91,0,Placement Ready
43800,7.56,71,37,69,0,Needs Coding Improvement
43801,8.62,87,85,90,1,Placement Ready
43802,8.41,86,75,79,0,Placement Ready
43803,8.35,94,82,80,1,Placement Ready
43804,7.72,74,43,86,0,Needs Coding Improvement
43805,9.0,72,83,82,1,Placement Ready
43806,8.52,87,79,90,1,Placement Ready
43807,7.51,74,73,52,0,Needs Communication Improvement
43808,8.68,85,79,83,1,Placement Ready
43809,7.1,53,41,57,0,Needs Additional Training
43810,8.19,82,76,87,1,Placement Ready
43811,5.85,60,54,65,0,Needs Additional Training
43812,7.45,69,77,45,1,Needs Communication Improvement
43813,7.38,77,77,50,1,Needs Communication Improvement
43814,8.07,81,78,84,0,Placement Ready
43815,7.56,69,77,68,0,Needs Communication Improvement
43816,6.53,65,58,50,1,Needs Additional Training
43817,6.43,46,54,47,0,Needs Additional Training
43818,6.84,65,56,67,0,Needs Additional Training
43819,8.58,86,98,81,1,Placement Ready
43820,8.14,72,76,56,0,Needs Communication Improvement
43821,8.47,91,76,76,1,Placement Ready
43822,6.74,75,68,65,0,Needs Communication Improvement
43823,5.45,57,56,56,1,Needs Additional Training
43824,7.02,83,61,77,0,Needs Coding Improvement
43825,7.48,68,80,54,0,Needs Communication Improvement
43826,8.23,89,88,84,1,Placement Ready
43827,8.1,78,79,50,0,Needs Communication Improvement
43828,7.0,68,40,70,1,Needs Coding Improvement
43829,8.33,71,53,67,0,Needs Coding Improvement
43830,7.95,80,82,51,0,Needs Communication Improvement
43831,9.02,77,80,86,1,Placement Ready
43832,7.68,62,47,73,0,Needs Coding Improvement
43833,8.85,87,82,87,1,Placement Ready
43834,6.61,71,61,61,0,Needs Additional Training
43835,7.32,78,73,53,0,Needs Communication Improvement
43836,8.4,79,87,84,1,Placement Ready
43837,8.15,82,94,76,1,Placement Ready
43838,6.45,52,50,52,0,Needs Additional Training
43839,8.11,84,80,78,1,Placement Ready
43840,8.57,83,79,85,1,Placement Ready
43841,8.76,83,83,84,0,Placement Ready
43842,7.11,72,52,82,0,Needs Coding Improvement
43843,9.01,83,72,56,0,Needs Communication Improvement
43844,7.94,71,77,56,1,Needs Communication Improvement
43845,8.23,74,74,88,1,Placement Ready
43846,7.22,53,61,60,0,Needs Additional Training
43847,8.54,89,82,86,1,Placement Ready
43848,8.66,70,80,83,0,Placement Ready
43849,8.45,90,86,75,0,Placement Ready
43850,7.69,66,53,77,0,Needs Coding Improvement
43851,7.39,87,82,52,1,Needs Communication Improvement
43852,7.35,87,86,86,1,Placement Ready
43853,7.93,90,91,85,1,Placement Ready
43854,7.83,81,85,36,1,Needs Communication Improvement
43855,7.53,66,55,58,1,Needs Coding Improvement
43856,8.22,85,85,83,0,Placement Ready
43857,7.41,73,79,44,0,Needs Communication Improvement
43858,8.0,71,50,74,1,Needs Coding Improvement
43859,6.91,67,34,74,0,Needs Coding Improvement
43860,8.23,90,83,91,0,Placement Ready
43861,6.93,67,48,67,1,Needs Coding Improvement
43862,8.14,89,95,84,1,Placement Ready
43863,6.86,68,45,75,0,Needs Coding Improvement
43864,7.89,74,78,58,1,Needs Communication Improvement
43865,6.75,63,45,78,1,Needs Coding Improvement
43866,7.88,73,79,48,1,Needs Communication Improvement
43867,5.3,64,61,65,0,Needs Additional Training
43868,6.62,62,56,50,0,Needs Additional Training
43869,7.5,80,74,55,0,Needs Communication Improvement
43870,8.57,79,71,47,1,Needs Communication Improvement
43871,7.96,74,88,82,0,Placement Ready
43872,7.59,68,84,57,0,Needs Communication Improvement
43873,6.32,69,60,51,0,Needs Additional Training
43874,8.84,88,81,85,1,Placement Ready
43875,7.13,73,30,73,1,Needs Coding Improvement
43876,6.21,57,64,64,0,Needs Additional Training
43877,7.13,83,75,41,0,Needs Communication Improvement
43878,7.16,61,43,68,1,Needs Coding Improvement
43879,7.89,88,84,84,1,Placement Ready
43880,7.4,72,54,62,0,Needs Coding Improvement
43881,7.46,67,54,80,1,Needs Coding Improvement
43882,6.2,47,70,60,0,Needs Additional Training
43883,7.93,74,73,50,1,Needs Communication Improvement
43884,7.97,67,90,54,1,Needs Communication Improvement
43885,8.71,77,83,56,1,Needs Communication Improvement
43886,7.93,68,48,73,1,Needs Coding Improvement
43887,7.69,73,50,74,1,Needs Coding Improvement
43888,7.92,69,80,62,1,Needs Communication Improvement
43889,7.59,79,52,82,1,Needs Coding Improvement
43890,8.05,85,72,55,0,Needs Communication Improvement
43891,8.1,82,78,51,0,Needs Communication Improvement
43892,7.85,66,85,51,1,Needs Communication Improvement
43893,9.04,82,70,74,1,Placement Ready
43894,7.24,54,58,55,0,Needs Additional Training
43895,5.92,62,57,41,0,Needs Additional Training
43896,8.02,74,52,73,0,Needs Coding Improvement
43897,8.84,82,83,89,1,Placement Ready
43898,7.69,73,77,55,0,Needs Communication Improvement
43899,7.65,69,53,73,0,Needs Coding Improvement
43900,7.26,48,51,63,0,Needs Additional Training
43901,7.64,90,45,78,0,Needs Coding Improvement
43902,6.29,67,56,53,1,Needs Additional Training
43903,7.61,81,83,49,1,Needs Communication Improvement
43904,6.61,49,45,54,0,Needs Additional Training
43905,8.08,79,76,53,1,Needs Communication Improvement
43906,8.37,86,82,87,0,Placement Ready
43907,8.11,68,52,76,1,Needs Coding Improvement
43908,6.97,66,41,69,1,Needs Coding Improvement
43909,7.54,74,41,71,1,Needs Coding Improvement
43910,6.54,54,50,66,0,Needs Additional Training
43911,8.23,89,85,85,1,Placement Ready
43912,8.56,83,88,42,1,Needs Communication Improvement
43913,7.91,79,44,83,0,Needs Coding Improvement
43914,5.92,75,53,63,0,Needs Additional Training
43915,7.07,83,74,46,0,Needs Communication Improvement
43916,7.79,73,78,40,0,Needs Communication Improvement
43917,7.69,71,45,80,0,Needs Coding Improvement
43918,5.61,51,52,58,0,Needs Additional Training
43919,8.08,71,81,62,0,Needs Communication Improvement
43920,8.66,65,57,75,1,Needs Coding Improvement
43921,8.21,85,71,64,0,Needs Communication Improvement
43922,6.76,69,51,70,1,Needs Coding Improvement
43923,7.69,84,74,41,0,Needs Communication Improvement
43924,6.04,51,50,50,1,Needs Additional Training
43925,6.39,51,59,57,0,Needs Additional Training
43926,7.99,73,71,61,1,Needs Communication Improvement
43927,6.51,75,66,69,0,Needs Additional Training
43928,8.46,85,93,84,1,Placement Ready
43929,8.39,90,77,83,1,Placement Ready
43930,7.08,84,85,49,1,Needs Communication Improvement
43931,6.15,35,57,60,1,Needs Additional Training
43932,7.92,74,50,71,1,Needs Coding Improvement
43933,7.94,79,43,71,0,Needs Coding Improvement
43934,7.23,71,84,69,1,Needs Communication Improvement
43935,8.19,77,83,86,0,Placement Ready
43936,6.71,78,40,76,1,Needs Coding Improvement
43937,7.09,75,81,46,0,Needs Communication Improvement
43938,9.17,89,84,79,1,Placement Ready
43939,7.44,76,49,75,0,Needs Coding Improvement
43940,6.9,79,61,74,0,Needs Coding Improvement
43941,8.34,88,80,89,0,Placement Ready
43942,8.14,76,55,83,0,Needs Coding Improvement
43943,7.32,48,63,50,0,Needs Additional Training
43944,8.2,75,91,79,1,Placement Ready
43945,5.92,49,51,61,0,Needs Additional Training
43946,7.64,75,81,44,1,Needs Communication Improvement
43947,7.23,65,56,43,1,Needs Additional Training
43948,7.73,72,72,36,1,Needs Communication Improvement
43949,8.29,75,47,76,1,Needs Coding Improvement
43950,8.08,69,32,80,0,Needs Coding Improvement
43951,7.82,79,77,91,1,Placement Ready
43952,7.69,68,84,53,1,Needs Communication Improvement
43953,7.87,57,54,62,1,Needs Additional Training
43954,8.09,86,84,84,1,Placement Ready
43955,6.88,56,56,65,0,Needs Additional Training
43956,9.08,74,50,75,0,Needs Coding Improvement
43957,7.25,79,46,79,0,Needs Coding Improvement
43958,7.42,78,51,76,1,Needs Coding Improvement
43959,6.21,49,63,54,0,Needs Additional Training
43960,7.97,81,89,51,1,Needs Communication Improvement
43961,7.59,73,83,58,1,Needs Communication Improvement
43962,7.45,75,59,88,1,Needs Coding Improvement
43963,7.2,69,56,70,0,Needs Coding Improvement
43964,7.41,71,57,58,1,Needs Additional Training
43965,9.6,76,80,78,1,Placement Ready
43966,7.19,69,59,69,1,Needs Coding Improvement
43967,8.68,83,89,78,0,Placement Ready
43968,6.5,47,45,50,0,Needs Additional Training
43969,8.46,74,43,65,0,Needs Coding Improvement
43970,7.28,61,53,56,1,Needs Additional Training
43971,6.4,60,39,78,1,Needs Coding Improvement
43972,7.36,66,56,56,0,Needs Additional Training
43973,6.56,45,53,57,0,Needs Additional Training
43974,8.43,90,78,85,1,Placement Ready
43975,8.47,84,78,74,0,Placement Ready
43976,7.18,63,55,52,1,Needs Additional Training
43977,7.28,60,60,69,0,Needs Additional Training
43978,6.49,72,50,76,1,Needs Coding Improvement
43979,7.82,69,70,64,1,Needs Coding Improvement
43980,8.27,80,32,61,1,Needs Coding Improvement
43981,7.96,78,85,51,1,Needs Communication Improvement
43982,7.73,79,57,67,0,Needs Coding Improvement
43983,8.52,84,93,80,1,Placement Ready
43984,5.52,49,35,47,0,Needs Additional Training
43985,8.95,82,90,88,1,Placement Ready
43986,8.0,76,73,51,0,Needs Communication Improvement
43987,7.36,63,37,53,0,Needs Additional Training
43988,6.67,63,61,64,0,Needs Additional Training
43989,8.0,68,72,54,1,Needs Communication Improvement
43990,8.85,83,76,85,1,Placement Ready
43991,8.5,89,76,87,0,Placement Ready
43992,7.11,54,51,53,0,Needs Additional Training
43993,8.88,74,80,38,0,Needs Communication Improvement
43994,5.38,59,54,54,0,Needs Additional Training
43995,7.57,70,45,75,1,Needs Coding Improvement
43996,7.57,64,46,68,1,Needs Coding Improvement
43997,6.78,61,54,69,1,Needs Coding Improvement
43998,8.69,73,79,50,0,Needs Communication Improvement
43999,7.62,74,48,69,0,Needs Coding Improvement
44000,5.5,40,62,62,0,Needs Additional Training
44001,6.36,58,56,42,0,Needs Additional Training
44002,5.65,66,51,56,0,Needs Additional Training
44003,6.99,55,44,59,1,Needs Additional Training
44004,8.06,80,84,83,1,Placement Ready
44005,8.16,82,76,64,0,Needs Communication Improvement
44006,6.81,65,46,72,1,Needs Coding Improvement
44007,7.85,85,92,79,1,Placement Ready
44008,6.89,73,70,75,0,Needs Coding Improvement
44009,8.34,91,83,84,1,Placement Ready
44010,8.52,80,88,83,1,Placement Ready
44011,7.18,78,77,40,1,Needs Communication Improvement
44012,7.77,73,81,43,0,Needs Communication Improvement
44013,7.32,69,58,60,0,Needs Additional Training
44014,7.71,69,78,45,0,Needs Communication Improvement
44015,7.16,82,54,77,1,Needs Coding Improvement
44016,7.64,78,54,83,0,Needs Coding Improvement
44017,7.7,69,71,59,1,Needs Communication Improvement
44018,7.54,72,66,79,1,Needs Coding Improvement
44019,7.03,67,46,69,0,Needs Coding Improvement
44020,7.55,76,79,41,1,Needs Communication Improvement
44021,7.86,72,47,61,1,Needs Coding Improvement
44022,5.72,51,58,65,1,Needs Additional Training
44023,8.5,86,71,83,1,Placement Ready
44024,8.28,73,46,71,0,Needs Coding Improvement
44025,7.05,61,56,59,0,Needs Additional Training
44026,7.43,66,46,72,0,Needs Coding Improvement
44027,8.3,90,90,77,1,Placement Ready
44028,8.09,86,89,75,1,Placement Ready
44029,6.79,75,48,53,0,Needs Additional Training
44030,6.82,56,49,47,0,Needs Additional Training
44031,7.85,82,48,65,1,Needs Coding Improvement
44032,7.4,64,55,78,1,Needs Coding Improvement
44033,6.73,62,68,61,1,Needs Additional Training
44034,7.94,82,86,52,1,Needs Communication Improvement
44035,8.25,84,83,80,1,Placement Ready
44036,7.32,69,57,61,0,Needs Additional Training
44037,8.5,76,71,86,1,Placement Ready
44038,8.19,68,52,66,1,Needs Coding Improvement
44039,7.62,63,47,77,1,Needs Coding Improvement
44040,7.79,79,48,79,1,Needs Coding Improvement
44041,8.85,69,80,61,0,Needs Communication Improvement
44042,6.38,62,45,71,0,Needs Additional Training
44043,7.0,67,65,54,0,Needs Additional Training
44044,8.17,82,87,45,0,Needs Communication Improvement
44045,8.01,68,84,44,0,Needs Communication Improvement
44046,6.33,66,58,58,0,Needs Additional Training
44047,7.74,58,82,57,0,Needs Communication Improvement
44048,8.15,74,85,59,0,Needs Communication Improvement
44049,7.43,77,48,77,0,Needs Coding Improvement
44050,7.07,47,41,37,0,Needs Additional Training
44051,7.02,70,43,70,1,Needs Coding Improvement
44052,7.83,69,54,82,1,Needs Coding Improvement
44053,7.56,66,47,80,1,Needs Coding Improvement
44054,9.05,88,78,78,1,Placement Ready
44055,7.29,53,37,51,0,Needs Additional Training
44056,6.92,75,53,71,0,Needs Coding Improvement
44057,7.84,57,44,72,0,Needs Coding Improvement
44058,6.55,68,56,56,1,Needs Additional Training
44059,8.91,75,84,89,0,Placement Ready
44060,8.13,86,95,85,1,Placement Ready
44061,8.38,92,84,89,1,Placement Ready
44062,8.66,82,81,88,1,Placement Ready
44063,8.88,88,75,89,1,Placement Ready
44064,7.94,69,45,79,1,Needs Coding Improvement
44065,9.15,85,83,82,1,Placement Ready
44066,7.61,68,31,76,0,Needs Coding Improvement
44067,5.65,50,51,54,1,Needs Additional Training
44068,7.49,76,76,56,0,Needs Communication Improvement
44069,8.74,74,70,46,0,Needs Communication Improvement
44070,6.59,41,59,60,0,Needs Additional Training
44071,8.4,77,75,91,1,Placement Ready
44072,6.64,64,52,60,0,Needs Additional Training
44073,5.87,54,62,62,0,Needs Additional Training
44074,6.23,68,55,61,0,Needs Additional Training
44075,7.69,85,83,91,1,Placement Ready
44076,8.25,64,52,73,0,Needs Coding Improvement
44077,8.35,80,74,87,1,Placement Ready
44078,8.04,81,79,78,1,Placement Ready
44079,7.78,67,81,48,0,Needs Communication Improvement
44080,6.88,69,57,70,1,Needs Coding Improvement
44081,7.92,84,84,78,1,Placement Ready
44082,7.88,70,88,86,1,Placement Ready
44083,7.25,72,59,83,0,Needs Coding Improvement
44084,9.16,86,81,78,1,Placement Ready
44085,6.1,56,48,69,0,Needs Coding Improvement
44086,8.04,69,81,48,0,Needs Communication Improvement
44087,8.49,87,79,84,1,Placement Ready
44088,8.02,75,54,62,0,Needs Coding Improvement
44089,7.2,75,74,36,1,Needs Communication Improvement
44090,7.22,80,60,77,0,Needs Coding Improvement
44091,8.37,86,86,81,0,Placement Ready
44092,6.54,90,79,39,0,Needs Communication Improvement
44093,8.58,79,77,48,1,Needs Communication Improvement
44094,7.11,41,57,63,0,Needs Additional Training
44095,7.36,74,57,66,0,Needs Additional Training
44096,6.56,60,57,52,0,Needs Additional Training
44097,8.07,82,77,83,0,Placement Ready
44098,8.37,83,88,81,0,Placement Ready
44099,8.48,75,86,58,0,Needs Communication Improvement
44100,7.61,62,55,63,1,Needs Coding Improvement
44101,6.95,69,51,77,0,Needs Coding Improvement
44102,7.82,75,61,70,0,Needs Coding Improvement
44103,7.13,81,81,52,1,Needs Communication Improvement
44104,7.05,74,54,83,0,Needs Coding Improvement
44105,8.61,84,86,85,0,Placement Ready
44106,8.09,67,57,65,1,Needs Coding Improvement
44107,8.4,78,47,79,0,Needs Coding Improvement
44108,8.82,77,85,85,1,Placement Ready
44109,5.45,59,54,54,1,Needs Additional Training
44110,7.44,40,50,56,0,Needs Additional Training
44111,7.98,79,79,53,1,Needs Communication Improvement
44112,7.3,76,40,73,1,Needs Coding Improvement
44113,8.42,90,79,83,0,Placement Ready
44114,6.16,53,63,61,0,Needs Additional Training
44115,7.83,67,82,47,1,Needs Communication Improvement
44116,5.66,51,68,50,0,Needs Additional Training
44117,8.27,86,81,39,0,Needs Communication Improvement
44118,7.02,74,51,62,0,Needs Coding Improvement
44119,6.91,70,64,55,1,Needs Additional Training
44120,6.11,69,40,58,1,Needs Additional Training
44121,7.6,75,74,70,0,Needs Communication Improvement
44122,6.84,58,50,72,0,Needs Coding Improvement
44123,7.52,73,78,68,1,Needs Communication Improvement
44124,6.49,55,49,62,0,Needs Additional Training
44125,7.89,61,71,52,0,Needs Communication Improvement
44126,6.24,63,44,50,1,Needs Additional Training
44127,6.64,58,50,56,0,Needs Additional Training
44128,7.57,73,82,60,0,Needs Communication Improvement
44129,8.03,84,88,90,1,Placement Ready
44130,8.59,88,89,77,1,Placement Ready
44131,7.97,74,91,44,0,Needs Communication Improvement
44132,8.31,82,46,73,0,Needs Coding Improvement
44133,8.98,85,82,81,0,Placement Ready
44134,7.44,78,58,71,0,Needs Coding Improvement
44135,7.59,62,41,70,0,Needs Coding Improvement
44136,7.93,81,84,44,1,Needs Communication Improvement
44137,7.95,69,44,72,0,Needs Coding Improvement
44138,8.31,88,93,81,0,Placement Ready
44139,7.33,71,41,65,1,Needs Coding Improvement
44140,7.88,69,48,66,1,Needs Coding Improvement
44141,7.05,75,56,64,1,Needs Coding Improvement
44142,8.87,77,76,77,1,Placement Ready
44143,6.88,86,43,79,1,Needs Coding Improvement
44144,5.27,73,59,59,0,Needs Additional Training
44145,6.63,68,54,63,1,Needs Additional Training
44146,7.39,93,76,83,1,Placement Ready
44147,6.04,60,64,63,0,Needs Additional Training
44148,6.9,85,55,79,0,Needs Coding Improvement
44149,5.43,66,50,57,0,Needs Additional Training
44150,8.99,82,81,82,1,Placement Ready
44151,7.74,73,76,55,1,Needs Communication Improvement
44152,6.93,84,77,49,0,Needs Communication Improvement
44153,6.79,64,41,69,1,Needs Coding Improvement
44154,7.47,76,47,73,0,Needs Coding Improvement
44155,7.64,71,39,76,0,Needs Coding Improvement
44156,8.15,72,77,49,1,Needs Communication Improvement
44157,7.67,79,68,58,1,Needs Communication Improvement
44158,8.54,91,81,77,1,Placement Ready
44159,8.71,92,80,85,1,Placement Ready
44160,7.48,76,58,74,1,Needs Coding Improvement
44161,6.88,71,53,58,0,Needs Additional Training
44162,8.76,88,85,80,1,Placement Ready
44163,7.47,67,83,61,1,Needs Communication Improvement
44164,8.22,67,54,83,0,Needs Coding Improvement
44165,7.97,66,81,46,1,Needs Communication Improvement
44166,6.88,69,79,65,0,Needs Communication Improvement
44167,6.67,66,68,55,0,Needs Additional Training
44168,6.66,63,43,64,1,Needs Additional Training
44169,7.87,81,86,55,0,Needs Communication Improvement
44170,8.89,80,82,83,1,Placement Ready
44171,8.02,86,83,79,1,Placement Ready
44172,7.3,63,45,66,1,Needs Coding Improvement
44173,7.23,69,64,73,0,Needs Coding Improvement
44174,7.2,56,45,59,0,Needs Additional Training
44175,8.3,72,55,70,0,Needs Coding Improvement
44176,8.0,64,44,66,0,Needs Additional Training
44177,7.3,86,82,56,0,Needs Communication Improvement
44178,7.06,80,36,77,1,Needs Coding Improvement
44179,8.47,80,80,57,1,Needs Communication Improvement
44180,9.42,87,76,88,1,Placement Ready
44181,6.8,63,56,67,0,Needs Additional Training
44182,7.37,84,49,82,1,Needs Coding Improvement
44183,8.74,74,88,83,0,Placement Ready
44184,7.49,75,70,53,1,Needs Communication Improvement
44185,7.94,76,88,43,1,Needs Communication Improvement
44186,8.59,82,90,83,1,Placement Ready
44187,8.17,82,81,76,1,Placement Ready
44188,8.42,81,83,74,1,Placement Ready
44189,6.02,53,60,56,0,Needs Additional Training
44190,6.59,49,63,60,0,Needs Additional Training
44191,8.8,93,83,84,1,Placement Ready
44192,8.11,92,84,79,1,Placement Ready
44193,8.56,89,86,79,1,Placement Ready
44194,5.91,59,67,59,1,Needs Additional Training
44195,7.69,80,70,45,1,Needs Communication Improvement
44196,7.33,73,67,48,1,Needs Communication Improvement
44197,8.19,75,83,56,0,Needs Communication Improvement
44198,8.05,77,87,53,0,Needs Communication Improvement
44199,6.99,68,48,57,0,Needs Additional Training
44200,7.25,74,44,86,1,Needs Coding Improvement
44201,7.04,77,92,57,0,Needs Communication Improvement
44202,8.38,66,72,46,0,Needs Communication Improvement
44203,6.94,41,66,65,0,Needs Additional Training
44204,8.26,80,76,84,1,Placement Ready
44205,6.69,56,56,60,1,Needs Additional Training
44206,7.54,72,37,81,1,Needs Coding Improvement
44207,6.66,53,59,66,0,Needs Additional Training
44208,8.37,81,77,53,1,Needs Communication Improvement
44209,7.1,69,44,78,0,Needs Coding Improvement
44210,8.68,63,78,57,0,Needs Communication Improvement
44211,7.31,84,43,84,1,Needs Coding Improvement
44212,7.19,66,61,58,0,Needs Additional Training
44213,8.12,70,85,49,1,Needs Communication Improvement
44214,9.25,89,75,76,1,Placement Ready
44215,7.4,78,84,46,0,Needs Communication Improvement
44216,8.96,80,93,82,1,Placement Ready
44217,8.01,66,71,54,1,Needs Communication Improvement
44218,9.06,84,79,88,1,Placement Ready
44219,7.74,73,49,82,0,Needs Coding Improvement
44220,6.89,51,47,59,1,Needs Additional Training
44221,7.1,60,45,60,0,Needs Additional Training
44222,7.02,69,56,84,1,Needs Coding Improvement
44223,6.72,57,72,55,0,Needs Additional Training
44224,7.28,76,54,74,0,Needs Coding Improvement
44225,7.32,65,42,68,0,Needs Coding Improvement
44226,7.12,75,59,53,0,Needs Additional Training
44227,6.07,57,58,61,0,Needs Additional Training
44228,7.19,51,60,59,0,Needs Additional Training
44229,8.37,87,73,79,1,Placement Ready
44230,7.68,68,73,54,1,Needs Communication Improvement
44231,9.02,85,76,94,1,Placement Ready
44232,6.61,70,82,63,0,Needs Communication Improvement
44233,8.32,83,85,79,1,Placement Ready
44234,8.95,83,76,78,0,Placement Ready
44235,7.67,73,54,83,1,Needs Coding Improvement
44236,7.42,74,53,82,0,Needs Coding Improvement
44237,4.99,51,66,52,0,Needs Additional Training
44238,7.69,70,47,74,0,Needs Coding Improvement
44239,7.47,75,54,76,0,Needs Coding Improvement
44240,8.46,81,85,82,1,Placement Ready
44241,7.95,73,62,70,0,Needs Coding Improvement
44242,7.58,82,51,74,0,Needs Coding Improvement
44243,7.99,71,37,72,0,Needs Coding Improvement
44244,6.2,60,72,50,0,Needs Additional Training
44245,7.97,74,51,73,0,Needs Coding Improvement
44246,9.76,85,79,84,1,Placement Ready
44247,7.59,73,43,69,0,Needs Coding Improvement
44248,7.47,79,70,71,0,Needs Coding Improvement
44249,8.19,69,79,63,0,Needs Communication Improvement
44250,6.82,62,52,55,0,Needs Additional Training
44251,8.79,84,89,80,1,Placement Ready
44252,7.16,79,36,87,0,Needs Coding Improvement
44253,7.83,70,74,53,1,Needs Communication Improvement
44254,6.87,69,70,82,1,Needs Coding Improvement
44255,7.49,73,62,50,0,Needs Communication Improvement
44256,8.57,72,66,42,0,Needs Communication Improvement
44257,7.53,65,76,57,0,Needs Communication Improvement
44258,5.13,67,52,64,0,Needs Additional Training
44259,8.03,92,74,82,1,Placement Ready
44260,7.31,59,55,43,0,Needs Additional Training
44261,6.39,44,53,52,0,Needs Additional Training
44262,7.96,70,76,45,1,Needs Communication Improvement
44263,7.08,75,51,78,0,Needs Coding Improvement
44264,6.84,80,51,86,1,Needs Coding Improvement
44265,6.41,52,54,53,0,Needs Additional Training
44266,8.09,86,78,70,1,Placement Ready
44267,8.82,78,79,59,1,Needs Communication Improvement
44268,7.27,68,45,72,1,Needs Coding Improvement
44269,7.95,67,60,75,0,Needs Coding Improvement
44270,7.55,60,41,73,0,Needs Coding Improvement
44271,6.8,66,41,71,1,Needs Coding Improvement
44272,8.8,82,89,92,1,Placement Ready
44273,8.09,57,76,46,0,Needs Communication Improvement
44274,8.23,76,75,51,1,Needs Communication Improvement
44275,7.78,64,61,73,1,Needs Coding Improvement
44276,7.53,74,81,41,1,Needs Communication Improvement
44277,8.18,84,87,82,1,Placement Ready
44278,8.73,84,79,88,0,Placement Ready
44279,6.42,64,57,60,0,Needs Additional Training
44280,8.65,82,78,84,1,Placement Ready
44281,8.28,83,80,65,1,Needs Communication Improvement
44282,5.7,58,45,55,1,Needs Additional Training
44283,7.2,66,83,51,0,Needs Communication Improvement
44284,6.83,78,52,78,1,Needs Coding Improvement
44285,8.4,72,80,50,1,Needs Communication Improvement
44286,7.7,64,43,67,1,Needs Coding Improvement
44287,7.36,49,69,49,0,Needs Additional Training
44288,8.19,70,82,56,1,Needs Communication Improvement
44289,8.91,84,83,82,1,Placement Ready
44290,7.61,72,50,81,0,Needs Coding Improvement
44291,7.33,64,65,57,0,Needs Additional Training
44292,6.08,47,60,50,0,Needs Additional Training
44293,8.82,76,84,81,1,Placement Ready
44294,7.95,71,60,71,0,Needs Coding Improvement
44295,7.41,68,77,45,1,Needs Communication Improvement
44296,6.58,59,52,54,0,Needs Additional Training
44297,6.54,67,52,56,1,Needs Additional Training
44298,7.95,77,83,54,0,Needs Communication Improvement
44299,6.93,58,57,48,1,Needs Additional Training
44300,8.71,82,92,86,1,Placement Ready
44301,8.31,82,82,84,1,Placement Ready
44302,6.77,59,50,46,0,Needs Additional Training
44303,7.87,82,79,51,0,Needs Communication Improvement
44304,5.22,60,51,72,0,Needs Additional Training
44305,7.62,74,40,72,1,Needs Coding Improvement
44306,5.53,53,44,42,0,Needs Additional Training
44307,7.02,58,50,54,0,Needs Additional Training
44308,6.94,59,50,60,0,Needs Additional Training
44309,8.29,97,77,84,1,Placement Ready
44310,7.65,51,51,50,0,Needs Additional Training
44311,6.52,49,69,47,0,Needs Additional Training
44312,7.56,80,71,58,1,Needs Communication Improvement
44313,9.26,73,98,89,1,Placement Ready
44314,8.59,88,73,79,1,Placement Ready
44315,7.93,68,77,54,1,Needs Communication Improvement
44316,8.28,74,79,61,1,Needs Communication Improvement
44317,7.08,57,45,53,0,Needs Additional Training
44318,8.52,89,78,79,1,Placement Ready
44319,6.37,50,56,54,1,Needs Additional Training
44320,6.01,57,44,50,0,Needs Additional Training
44321,6.14,58,64,54,0,Needs Additional Training
44322,7.11,78,43,69,1,Needs Coding Improvement
44323,7.45,54,45,55,1,Needs Additional Training
44324,8.4,73,81,87,1,Placement Ready
44325,7.65,72,56,71,0,Needs Coding Improvement
44326,7.61,83,85,55,0,Needs Communication Improvement
44327,8.29,67,78,51,0,Needs Communication Improvement
44328,8.12,76,61,71,0,Needs Coding Improvement
44329,8.01,71,71,68,0,Needs Communication Improvement
44330,7.79,77,79,41,0,Needs Communication Improvement
44331,6.86,78,73,64,1,Needs Communication Improvement
44332,8.67,78,88,82,1,Placement Ready
44333,7.79,71,87,54,0,Needs Communication Improvement
44334,5.44,65,61,57,0,Needs Additional Training
44335,7.28,70,50,75,1,Needs Coding Improvement
44336,6.77,66,36,79,1,Needs Coding Improvement
44337,7.97,67,48,80,0,Needs Coding Improvement
44338,8.39,88,79,88,1,Placement Ready
44339,7.43,74,72,39,0,Needs Communication Improvement
44340,7.75,73,79,60,0,Needs Communication Improvement
44341,7.74,71,51,71,1,Needs Coding Improvement
44342,6.08,47,55,42,0,Needs Additional Training
44343,7.33,77,81,63,0,Needs Communication Improvement
44344,8.39,80,82,78,1,Placement Ready
44345,7.15,65,52,71,1,Needs Coding Improvement
44346,7.55,71,82,61,1,Needs Communication Improvement
44347,7.36,56,61,51,0,Needs Additional Training
44348,6.37,60,47,66,0,Needs Additional Training
44349,7.51,65,66,73,0,Needs Coding Improvement
44350,8.65,71,53,75,0,Needs Coding Improvement
44351,7.8,64,60,75,0,Needs Coding Improvement
44352,6.97,70,57,73,1,Needs Coding Improvement
44353,5.84,60,43,51,0,Needs Additional Training
44354,8.06,80,79,62,0,Needs Communication Improvement
44355,6.91,64,59,68,0,Needs Additional Training
44356,7.93,74,78,54,0,Needs Communication Improvement
44357,6.69,73,57,60,0,Needs Additional Training
44358,8.08,74,84,63,1,Needs Communication Improvement
44359,5.94,55,61,56,0,Needs Additional Training
44360,6.79,78,57,71,1,Needs Coding Improvement
44361,6.8,68,60,65,0,Needs Additional Training
44362,6.84,60,59,54,1,Needs Additional Training
44363,7.92,78,81,55,1,Needs Communication Improvement
44364,8.3,83,73,87,0,Placement Ready
44365,7.84,85,82,94,1,Placement Ready
